nom;dpt_numero;code_postal;commune_code;Population_2010;Population_1999;Densite_2010;surface;longitude_degre;latitude_degre;longitude_DMS;latitude_DMS;altitude_mini;altitude_maxi
ALBIAC;31;31460;31006;202;156;42;4,71;1,78056;43,552;14650;433307;175;263
ALBIAC;46;46500;46002;87;66;22;3,83;1,81667;44,7667;14840;444558;324;430
ALBIAS;82;82350;82002;2956;2340;136;21,6;1,45;44,0833;12658;440524;78;107
ALBIERES;11;11330;11007;98;74;5;17,25;2,48333;42,95;22841;425649;371;823
ALBIES;9;9310;9004;134;151;17;7,69;1,7;42,7667;14207;424638;531;1887
ALBIEZ-LE-JEUNE;73;73300;73012;121;57;9;12,45;6,35;45,2167;62106;451442;714;2428
ALBIEZ-MONTROND;73;73300;73013;381;387;7;48,58;6,33333;45,2167;62027;451311;738;3320
ALBIGNAC;19;19190;19003;244;258;25;9,74;1,68333;45,1333;14041;450821;154;509
ALBIGNY-SUR-SAONE;69;69250;69003;2743;2680;1067;2,57;4,45;45,8167;44955;455155;167;411
ALBINE;81;81240;81005;554;546;32;17,15;2,53333;43,45;23222;432735;276;1033
ALBITRECCIA;2A;20128;2A008;1526;866;33;45,76;8,94195;41,8628;85631;415146;0;1058
ALBON;26;26140;26002;1727;1581;67;25,62;4,86667;45,2333;45056;451444;134;365
ALBON-D'ARDECHE;7;7190;7006;156;165;17;9,11;4,42806;44,8214;42541;444917;567;1112
ALBOUSSIERE;7;7440;7007;938;754;51;18,39;4,73333;44,95;44344;445639;234;774
ALBUSSAC;19;19380;19004;693;664;19;36,26;1,83333;45,1333;15008;450817;240;637
ALBY-SUR-CHERAN;74;74540;74002;2012;1631;306;6,56;6,02084;45,8167;60115;454900;360;606
ALCAY-ALCABEHETY-SUNHARETTE;64;64470;64015;232;246;6;34,4;-0,908889;43,095;-5432;430542;217;1535
ALDUDES;64;64430;64016;372;396;15;23,27;-1,43333;43,1;-12533;430546;345;1000
ALEMBON;62;62850;62020;604;394;67;8,97;1,88333;50,7833;15313;504705;90;191
ALENCON;61;61000;61001;26704;28917;2500;10,68;0,083333;48,4333;531;482547;127;152
ALENYA;66;66200;66002;3133;2323;586;5,34;2,98333;42,6333;25854;423823;3;18
ALERIA;2B;20270;2B009;2067;1957;35;58,33;9,51306;42,1142;93047;420651;0;102
ALES;30;30100;30007;41205;39282;1779;23,16;4,08333;44,1333;40451;440738;116;356
ALET-LES-BAINS;11;11580;11008;431;464;18;23,54;2,26667;43;21523;425947;180;720
ALETTE;62;62650;62021;356;249;25;13,87;1,81667;50,5167;14941;503105;26;162
ALEU;9;9320;9005;152;122;10;13,95;1,26667;42,9;11558;425334;496;1105
ALEX;74;74290;74003;985;791;57;17,02;6,23333;45,8833;61418;455320;516;1852
ALEXAIN;53;53240;53002;564;402;34;16,24;-0,766667;48,2333;-4605;481344;72;167
ALEYRAC;26;26770;26003;51;48;7;6,65;4,95;44,5;45618;442956;318;571
ALFORTVILLE;94;94140;94002;44201;36319;12043;3,67;2,41667;48,8;22527;484751;27;37
ALGAJOLA;2B;20220;2B010;296;216;172;1,72;8,86223;42,6078;85144;423628;0;269
ALGANS;81;81470;81006;212;200;14;14,43;1,88333;43,6;15335;433550;191;312
ALGOLSHEIM;68;68600;68001;1178;981;163;7,22;7,56667;48;73333;480021;190;199
ALGRANGE;57;57440;57012;6544;6200;940;6,96;6,05;49,35;60254;492134;221;405
ALIEZE;39;39270;39007;155;144;26;5,86;5,58333;46,5833;53436;463517;538;686
ALIGNAN-DU-VENT;34;34290;34009;1575;1135;91;17,3;3,35;43,4667;32031;432811;32;120
ALINCOURT;8;8310;8005;142;78;16;8,62;4,35;49,4;42042;492413;83;141
ALINCTHUN;62;62142;62022;339;341;34;9,88;1,8;50,7333;14805;504352;33;120
ALISE-SAINTE-REINE;21;21150;21008;617;674;161;3,83;4,48333;47,5333;42924;473212;237;407
ALISSAS;7;7210;7008;1371;1027;110;12,43;4,61667;44,7167;43750;444246;196;789
ALIX;69;69380;69004;692;690;191;3,61;4,65;45,9167;43915;455446;258;408
ALIXAN;26;26300;26004;2408;2079;85;28,28;5,03333;44,9667;50139;445830;163;224
ALIZAY;27;27460;27008;1410;1264;163;8,62;1,18333;49,3167;11032;491915;4;135
ALLAIN;54;54170;54008;476;388;28;16,48;5,91667;48,55;55439;483260;259;381
ALLAINES;80;80200;80017;424;395;50;8,36;2,95;49,95;25641;495743;47;136
ALLAINES-MERVILLIERS;28;28310;28002;336;274;15;22,22;1,82445;48,2048;14928;481217;124;142
ALLAINVILLE;28;28500;28003;142;120;26;5,28;1,3;48,7167;11803;484322;118;147
ALLAINVILLE;78;78660;78009;302;293;18;16,3;1,9;48,4583;15347;482726;145;159
ALLAIRE;56;56350;56001;3658;3188;87;41,74;-2,16667;47,6333;-20946;473813;1;88
ALLAMONT;54;54800;54009;136;109;15;9,06;5,76667;49,1167;54542;490723;190;219
ALLAMPS;54;54112;54010;511;511;70;7,21;5,81667;48,55;54834;483250;270;422
ALLAN;26;26780;26005;1600;1385;55;28,81;4,78333;44,4833;44713;442957;119;420
ALLANCHE;15;15160;15001;891;1101;17;49,89;2,93333;45,2333;25604;451345;784;1295
ALLAND'HUY-ET-SAUSSEUIL;8;8130;8006;253;215;29;8,71;4,56667;49,5167;43321;493046;77;121
ALLARMONT;88;88110;88005;234;271;17;13,21;7,01667;48,4833;70048;482856;332;813
ALLAS-BOCAGE;17;17150;17005;199;150;18;10,87;-0,483333;45,3833;-2930;452301;39;108
ALLAS-CHAMPAGNE;17;17500;17006;254;183;33;7,65;-0,333333;45,4667;-2007;452811;35;77
ALLAS-LES-MINES;24;24220;24006;204;224;28;7,04;1,06667;44,8333;10420;444960;56;250
ALLASSAC;19;19240;19005;3796;3367;97;39,01;1,48333;45,25;12832;451530;103;387
ALLAUCH;13;13190;13002;19521;18943;388;50,3;5,48333;43,3333;52856;432010;116;721
ALLEGRE;43;43270;43003;987;1009;41;23,57;3,7;45,2;34242;451159;880;1172
ALLEGRE-LES-FUMADES;30;30500;30008;793;614;32;24,59;4,26667;44,2167;41444;441159;115;381
ALLEINS;13;13980;13003;2414;2069;143;16,78;5,16667;43,7;50942;434214;104;345
ALLEMAGNE-EN-PROVENCE;4;4550;4004;514;384;15;32,99;6,01667;43,7833;60025;434656;389;622
ALLEMANCHE-LAUNAY-ET-SOYER;51;51260;51004;113;117;7;15,24;3,78806;48,6045;34717;483616;73;100
ALLEMANS;24;24600;24007;578;540;30;18,75;0,309444;45,2875;1834;451715;47;167
ALLEMANS-DU-DROPT;47;47800;47005;481;447;75;6,4;0,283333;44,6333;1722;443737;33;89
ALLEMANT;2;2320;2010;180;117;35;5,13;3,45;49,4667;32713;492740;83;171
ALLEMANT;51;51120;51005;176;168;11;15,77;3,8;48,7667;34802;484541;113;230
ALLEMOND;38;38114;38005;871;760;19;44,75;6,03751;45,1303;60215;450749;702;2969
ALLENAY;80;80530;80018;247;278;113;2,18;1,5;50,0833;12928;500512;62;117
ALLENC;48;48190;48003;253;189;6;38,58;3,66667;44,5333;33940;443228;926;1326
ALLENJOIE;25;25490;25011;754;582;114;6,56;6,9;47,5333;65349;473205;320;417
ALLENNES-LES-MARAIS;59;59251;59005;3337;3235;601;5,55;2,95;50,5333;25703;503210;18;29
ALLENWILLER;67;67310;67004;507;452;85;5,96;7,38333;48,6667;72232;483918;225;400
ALLEREY;21;21230;21009;167;181;8;18,99;4,43834;47,1895;42618;471122;350;528
ALLEREY-SUR-SAONE;71;71350;71003;785;617;47;16,42;4,98278;46,9059;45858;465421;172;205
ALLERIOT;71;71380;71004;979;812;72;13,46;4,95;46,8167;45639;464852;173;214
ALLERY;80;80270;80019;802;745;61;13,07;1,9;49,9667;15360;495752;28;127
ALLES-SUR-DORDOGNE;24;24480;24005;350;322;37;9,41;0,866667;44,85;5203;445131;41;198
ALLEUZE;15;15100;15002;211;193;9;22,85;3,1;44,95;30509;445744;740;1004
ALLEVARD;38;38580;38006;3783;3085;147;25,63;6,06667;45,4;60427;452337;399;2749
ALLEVES;74;74540;74004;359;264;40;8,81;6,08333;45,75;60449;454508;480;1621
ALLEX;26;26400;26006;2495;2008;123;20,17;4,91667;44,7667;45500;444550;124;220
ALLEYRAC;43;43150;43004;123;118;10;11,34;3,96667;44,8833;35911;445325;1025;1283
ALLEYRAS;43;43580;43005;173;231;6;24,86;3,68333;44,9;34057;445423;634;1074
ALLEYRAT;19;19200;19006;104;99;7;14,76;2,21472;45,577;21253;453437;654;844
ALLEYRAT;23;23200;23003;142;164;14;9,54;2,15;45,9833;20913;455918;396;589
ALLEZ-ET-CAZENEUVE;47;47110;47006;666;579;62;10,69;0,616667;44,4;3747;442317;59;202
ALLIANCELLES;51;51250;51006;143;132;20;6,93;4,88333;48,8;45257;484836;118;149
ALLIAT;9;9400;9006;61;62;17;3,46;1,58333;42,8167;13511;424901;500;1268
ALLIBAUDIERES;10;10700;10004;268;269;11;24,13;4,11667;48,5833;40636;483504;88;166
ALLICHAMPS;52;52130;52006;402;371;146;2,74;4,88333;48,5667;45334;483338;137;165
ALLIER;65;65360;65005;379;264;102;3,69;0,116667;43,1833;721;431038;368;503
ALLIERES;9;9240;9007;61;65;6;9,1;1,35;43,0333;12157;430210;347;652
ALLIGNY-COSNE;58;58200;58002;876;825;25;34,41;3,06667;47,45;30343;472715;192;331
ALLIGNY-EN-MORVAN;58;58230;58003;659;657;13;48,85;4,16667;47,2;41038;471200;410;703
ALLINEUC;22;22460;22001;561;497;23;24,09;-2,86667;48,3167;-25221;481839;124;271
ALLINGES;74;74200;74005;3982;3022;265;15,01;6,46667;46,3333;62748;462006;438;750
ALLOGNY;18;18110;18004;1018;896;20;49,53;2,31667;47,2167;21923;471334;138;288
ALLONDANS;25;25550;25013;227;191;44;5,14;6,75;47,5167;64451;473109;325;435
ALLONDAZ;73;73200;73014;229;176;56;4,08;6,36667;45,7;62217;454222;557;1616
ALLONDRELLE-LA-MALMAISON;54;54260;54011;619;519;45;13,61;5,56667;49,5167;53348;493037;230;396
ALLONNE;60;60000;60009;1572;1257;101;15,45;2,11667;49,4;20643;492414;53;161
ALLONNE;79;79130;79007;648;654;28;22,98;-0,383333;46,5833;-2259;463456;145;234
ALLONNES;28;28150;28004;337;264;32;10,25;1,66667;48,3333;13925;481949;141;154
ALLONNES;49;49650;49002;3013;2556;82;36,33;0,0233333;47,2931;124;471735;23;110
ALLONNES;72;72700;72003;11064;12332;612;18,07;0,15;47,9667;938;475807;38;82
ALLONS;4;4170;4005;135;81;3;41,71;6,6;43,9667;63542;435839;951;1992
ALLONS;47;47420;47007;176;172;2;76,33;-0,05;44,2;-316;441207;98;156
ALLONVILLE;80;80260;80020;760;568;73;10,37;2,35;49,9333;22145;495627;59;114
ALLONZIER-LA-CAILLE;74;74350;74006;1637;1080;170;9,62;6,11667;46;60660;460012;471;882
ALLOS;4;4260;4006;691;640;5;116,65;6,63333;44,2333;63741;441425;1339;3040
ALLOUAGNE;62;62157;62023;3066;3055;392;7,81;2,5;50,5333;23029;503150;20;100
ALLOUE;16;16490;16007;535;528;11;46,54;0,516667;46,0333;3055;460135;136;231
ALLOUIS;18;18500;18005;948;771;26;35,59;2,23333;47,1667;21337;470957;105;161
ALLOUVILLE-BELLEFOSSE;76;76190;76001;1168;985;79;14,66;0,683333;49,6;4042;493545;114;154
ALLUY;58;58110;58004;414;403;15;27,44;3,63333;47,0333;33827;470202;221;287
ALLUYES;28;28800;28005;737;619;37;19,58;1,36667;48,2333;12139;481344;121;154
ALLY;15;15700;15003;658;700;28;23,11;2,31528;45,1742;21855;451027;471;810
ALLY;43;43380;43006;163;222;5;31,13;3,30833;45,1583;31851;450935;549;1109
ALMAYRAC;81;81190;81008;293;275;26;10,97;2,16667;44,1;21001;440603;248;372
ALMENECHES;61;61570;61002;692;645;34;20,27;0,116667;48,7;636;484151;158;247
ALMONT-LES-JUNIES;12;12300;12004;487;424;20;23,75;2,29334;44,5964;21736;443547;180;556
ALOS;81;81140;81007;110;130;17;6,32;1,88333;44,0167;15238;440127;198;286
ALOS;9;9200;9008;130;135;5;24,26;1,145;42,9081;10842;425429;553;1874
ALOS-SIBAS-ABENSE;64;64470;64017;284;319;49;5,78;-0,876111;43,1192;-5234;430709;204;414
ALOXE-CORTON;21;21420;21010;158;172;60;2,63;4,86667;47,0667;45134;470356;218;360
ALPUECH;12;12210;12005;77;81;5;14,88;2,85;44,75;25054;444544;950;1303
ALQUINES;62;62850;62024;865;751;82;10,51;2;50,75;15932;504426;83;211
ALRANCE;12;12430;12006;400;417;11;35,43;2,68333;44,1333;24060;440753;719;971
ALSTING;57;57520;57013;2638;2662;460;5,73;6,98333;49,1833;65954;491045;197;362
ALTAGENE;2A;20112;2A011;53;41;11;4,77;9,07001;41,7064;90412;414223;235;1033
ALTECKENDORF;67;67270;67005;750;746;131;5,72;7,6;48,7833;73540;484734;167;265
ALTENACH;68;68210;68002;386;344;62;6,18;7,11667;47,6167;70643;473624;313;386
ALTENHEIM;67;67490;67006;222;215;81;2,71;7,46667;48,7167;72749;484310;187;254
ALTHEN-DES-PALUDS;84;84210;84001;2685;1978;419;6,4;4,95;44;45730;440017;27;38
ALTIANI;2B;20251;2B012;80;95;4;18,29;9,2914;42,2373;91729;421414;159;1192
ALTIER;48;48800;48004;207;207;3;54,45;3,86667;44,4667;35141;442827;616;1678
ALTILLAC;19;19120;19007;854;800;33;25,23;1,86667;44,9667;15046;445837;136;502
ALTKIRCH;68;68130;68004;5765;5385;604;9,54;7,25;47,6167;71422;473723;274;392
ALTORF;67;67120;67008;1273;1098;124;10,19;7,53333;48,5167;73142;483120;162;186
ALTRIPPE;57;57660;57014;409;404;83;4,88;6,81667;49,0333;64911;490144;239;325
ALTVILLER;57;57730;57015;565;534;116;4,85;6,73333;49,0833;64358;490421;246;310
ALTWILLER;67;67260;67009;419;399;25;16,22;6,96667;48,9333;65849;485549;215;266
ALUZE;71;71510;71005;235;217;39;6,01;4,68333;46,85;44111;465054;260;405
ALVIGNAC;46;46500;46003;733;572;56;13,05;1,7;44,8333;14134;444937;249;419
ALVIMARE;76;76640;76002;536;460;79;6,73;0,633333;49,6;3753;493621;129;153
ALZEN;9;9240;9009;221;163;12;17,87;1,46667;42,9833;12821;425922;430;1173
ALZI;2B;20212;2B013;20;17;7;2,74;9,30195;42,3034;91807;421812;577;1616
ALZING;57;57320;57016;445;400;98;4,54;6,55;49,2833;63316;491646;214;313
ALZON;30;30770;30009;220;211;8;27,48;3,44004;43,9667;32622;435801;502;1414
ALZONNE;11;11170;11009;1319;1220;58;22,38;2,18333;43,2667;21036;431514;108;242
AMAGE;70;70280;70011;332;293;50;6,54;6,5;47,8333;62935;475012;334;560
AMAGNE;8;8300;8008;704;705;75;9,32;4,5;49,5167;43003;493103;75;100
AMAGNEY;25;25220;25014;731;682;55;13,13;6,15;47,3;60906;471818;253;504
AMAILLOUX;79;79350;79008;857;717;23;37,24;-0,316667;46,75;-1860;464448;139;221
AMANCE;10;10140;10005;275;235;12;22,88;4,51667;48,3;43055;481740;132;213
AMANCE;54;54770;54012;333;296;24;13,5;6,28333;48,7667;61647;484515;214;405
AMANCE;70;70160;70012;699;754;39;17,54;6,06667;47,8;60329;474805;210;287
AMANCEY;25;25330;25015;655;616;47;13,78;6,08333;47,0333;60418;470217;393;636
AMANCY;74;74800;74007;2046;1757;237;8,62;6,33333;46,0667;61945;460427;444;624
AMANGE;39;39700;39008;372;290;54;6,77;5,56667;47,15;53353;470956;210;376
AMANLIS;35;35150;35002;1602;1442;63;25,25;-1,48333;48;-12834;480023;25;93
AMANTY;55;55130;55005;45;47;4;11,17;5,61667;48,5167;53641;483105;295;426
AMANVILLERS;57;57111;57017;2163;1928;221;9,76;6,03333;49,1667;60234;491001;245;362
AMANZE;71;71610;71006;175;203;15;11,29;4,23333;46,3333;41429;461955;289;463
AMARENS;81;81170;81009;70;79;14;4,88;1,93333;44,0333;15450;440216;175;292
AMATHAY-VESIGNEUX;25;25330;25016;146;129;12;12,13;6,2;47,0167;61200;470125;642;921
AMAYE-SUR-ORNE;14;14210;14006;1026;686;193;5,29;-0,433333;49,0833;-2620;490506;7;109
AMAYE-SUR-SEULLES;14;14310;14007;200;163;35;5,62;-0,716667;49,0833;-4252;490449;91;194
AMAZY;58;58190;58005;240;247;17;13,74;3,58333;47,3833;33443;472234;159;338
AMBACOURT;88;88500;88006;290;277;42;6,76;6,15;48,35;60829;482050;252;357
AMBARES-ET-LAGRAVE;33;33440;33003;13270;11204;535;24,76;-0,486667;44,9248;-2912;445529;0;34
AMBAX;31;31230;31007;70;72;11;5,95;0,933333;43,3667;5602;432206;203;348
AMBAZAC;87;87240;87002;5542;4831;95;57,83;1,4;45,95;12400;455728;243;666
AMBEL;38;38970;38008;23;22;4;4,83;5,93333;44,8167;55550;444818;735;1596
AMBENAY;27;27250;27009;546;465;32;16,8;0,733333;48,8333;4345;485010;165;213
AMBERAC;16;16140;16008;321;336;26;12,1;0,066667;45,85;358;455111;46;101
AMBERIEU-EN-BUGEY;1;1500;1004;13835;11432;562;24,6;5,35;45,95;52128;455729;237;753
AMBERIEUX;69;69480;69005;572;427;125;4,55;4,73723;45,9281;44414;455541;167;176
AMBERIEUX-EN-DOMBES;1;1330;1005;1616;1407;101;15,92;4,9;46;45410;455954;265;302
AMBERNAC;16;16490;16009;411;422;13;30,05;0,533333;45,9833;3230;455849;147;232
AMBERRE;86;86110;86002;525;424;33;15,63;0,15;46,7833;953;464559;88;123
AMBERT;63;63600;63003;6920;7312;114;60,48;3,75;45,55;34430;453258;514;1365
AMBES;33;33810;33004;2894;2823;100;28,85;-0,533333;45,0167;-3155;450038;0;8
AMBEYRAC;12;12260;12007;185;191;16;11,24;1,95;44,5167;15638;443035;141;344
AMBIALET;81;81430;81010;447;381;14;30,04;2,38333;43,9333;22245;435648;180;502
AMBIEGNA;2A;20151;2A014;61;43;9;6,12;8,79251;42,0839;84733;420502;8;441
AMBIERLE;42;42820;42003;1805;1729;58;30,76;3,9;46,1;35344;460616;297;843
AMBIEVILLERS;70;70210;70013;81;106;6;12,3;6,15;47,9667;60935;475832;242;492
AMBILLOU;37;37340;37002;1774;1300;36;48,85;0,45;47,45;2651;472705;68;117
AMBILLOU-CHATEAU;49;49700;49003;958;807;47;19,99;-0,35;47,2667;-2039;471548;47;101
AMBILLY;74;74100;74008;5890;5811;4712;1,25;6,22417;46,195;61327;461142;410;434
AMBLAINVILLE;60;60110;60010;1730;1688;82;20,98;2,11667;49,2;20718;491211;65;145
AMBLANS-ET-VELOTTE;70;70200;70014;389;288;39;9,76;6,41667;47,6833;62439;474042;287;406
AMBLENY;2;2290;2011;1134;1116;65;17,32;3,18333;49,3833;31104;492251;38;153
AMBLEON;1;1300;1006;116;86;19;5,88;5,6;45,75;53605;454458;330;940
AMBLETEUSE;62;62164;62025;1912;1972;350;5,45;1,6;50,8;13623;504834;0;77
AMBLEVILLE;16;16300;16010;187;214;36;5,09;-0,216667;45,55;-1321;453328;34;94
AMBLEVILLE;95;95710;95011;420;350;52;7,96;1,7;49,15;14145;490855;27;157
AMBLIE;14;14480;14008;262;293;45;5,82;-0,483333;49,3;-2913;491730;2;53
AMBLIMONT;8;8210;8009;149;143;20;7,4;5,06667;49,6333;50342;493744;154;342
AMBLOY;41;41310;41001;196;155;14;13,16;0,966667;47,7167;5804;474244;99;134
AMBLY-FLEURY;8;8130;8010;133;151;22;5,88;4,48333;49,4833;42904;492912;77;144
AMBLY-SUR-MEUSE;55;55300;55007;248;255;39;6,34;5,45;49,0167;52633;490110;204;273
AMBOISE;37;37530;37003;12846;11461;316;40,65;0,983333;47,4167;5857;472441;52;127
AMBON;56;56190;56002;1732;1268;45;38,04;-2,56667;47,55;-23323;473314;0;57
AMBONIL;26;26800;26007;119;100;96;1,23;4,9;44,7833;45430;444740;134;159
AMBONNAY;51;51150;51007;919;937;77;11,8;4,16667;49,0667;41021;490438;86;282
AMBONVILLE;52;52110;52007;73;78;5;14,47;5,01667;48,3167;50056;481843;261;402
AMBRAULT;36;36120;36003;917;714;35;25,59;1,96667;46,7833;15733;464705;143;206
AMBRES;81;81500;81011;945;735;49;19,11;1,81667;43,7333;14848;434354;100;225
AMBRICOURT;62;62310;62026;131;102;38;3,39;2,18333;50,4667;21039;502813;93;138
AMBRIEF;2;2200;2012;63;84;14;4,5;3,4;49,3167;32405;491908;76;166
AMBRIERES;51;51290;51008;220;224;21;10,07;4,83333;48,6333;45015;483803;120;153
AMBRIERES-LES-VALLEES;53;53300;53003;2787;2902;71;38,78;-0,630556;48,4023;-3750;482408;95;162
AMBRINES;62;62127;62027;226;169;48;4,68;2,46667;50,3167;22807;501838;107;139
AMBRONAY;1;1500;1007;2362;2144;70;33,55;5,35;46;52138;460020;225;765
AMBRUGEAT;19;19250;19008;203;219;6;29,57;2,13333;45,5333;20704;453136;614;972
AMBRUMESNIL;76;76550;76004;526;447;102;5,14;1;49,8667;5939;495127;11;88
AMBRUS;47;47160;47008;99;71;8;12,35;0,233333;44,2167;1435;441341;68;175
AMBUTRIX;1;1500;1008;729;586;139;5,22;5,33333;45,9333;52017;455621;237;370
AMECOURT;27;27140;27010;177;145;29;6,01;1,73333;49,3833;14404;492247;67;166
AMEL-SUR-L'ETANG;55;55230;55008;175;150;11;14,74;5,65;49,2667;53854;491559;205;256
AMELECOURT;57;57170;57018;150;117;19;7,56;6,5;48,8333;63005;485021;202;365
AMELIE-LES-BAINS-PALALDA;66;66110;66003;3702;3493;125;29,43;2,66667;42,4667;24019;422831;176;1424
AMENDEUIX-ONEIX;64;64120;64018;414;367;54;7,66;-1,03333;43,35;-10248;432043;32;168
AMENONCOURT;54;54450;54013;90;96;12;7,23;6,78333;48,6333;64720;483740;259;350
AMENUCOURT;95;95510;95012;198;171;22;8,7;1,65;49,1;13831;490622;19;153
AMES;62;62190;62028;621;518;176;3,51;2,41667;50,55;22456;503230;52;99
AMETTES;62;62260;62029;502;474;73;6,82;2,4;50,5333;22333;503151;62;121
AMEUGNY;71;71460;71007;142;156;21;6,47;4,68333;46,5167;44041;463133;205;280
AMEUVELLE;88;88410;88007;59;87;10;5,56;5,95;47,95;55646;475633;238;307
AMFREVILLE;14;14860;14009;1185;1056;195;6,06;-0,233333;49,25;-1403;491454;0;57
AMFREVILLE;50;50480;50005;293;290;29;10,1;-1,38333;49,4167;-12334;492436;1;31
AMFREVILLE-LA-CAMPAGNE;27;27370;27011;896;874;134;6,64;0,95;49,2167;5545;491249;149;166
AMFREVILLE-LA-MI-VOIE;76;76920;76005;3112;2876;799;3,89;1,11667;49,4;10748;492407;3;145
AMFREVILLE-LES-CHAMPS;27;27380;27012;446;341;67;6,56;1,31667;49,3167;11912;491837;70;154
AMFREVILLE-LES-CHAMPS;76;76560;76006;160;99;34;4,6;0,816667;49,7;4903;494151;141;167
AMFREVILLE-SOUS-LES-MONTS;27;27590;27013;543;471;72;7,52;1,26667;49,3;11534;491819;7;157
AMFREVILLE-SUR-ITON;27;27400;27014;772;715;140;5,48;1,15;49,15;10914;490856;20;152
AMFROIPRET;59;59144;59006;222;156;144;1,54;3,73333;50,2833;34415;501648;125;146
AMIENS;80;80000;80021;133448;135449;2698;49,46;2,3;49,9;21752;495331;14;106
AMIFONTAINE;2;2190;2013;418;388;14;27,9;3,91667;49,4833;35506;492859;64;119
AMIGNY;50;50620;50006;144;123;39;3,69;-1,18333;49,15;-11046;490920;13;57
AMIGNY-ROUY;2;2700;2014;731;626;55;13,08;3,3;49,6;31816;493636;44;147
AMILLIS;77;77120;77002;774;686;38;20,06;3,13333;48,7333;30743;484428;102;163
AMILLY;28;28300;28006;1871;1958;93;20,01;1,4;48,45;12332;482631;149;169
AMILLY;45;45200;45004;11588;11497;287;40,26;2,77028;47,9731;24613;475823;86;139
AMIONS;42;42260;42004;290;238;17;17,01;4,03333;45,8833;40202;455241;359;525
AMIRAT;6;6910;6002;55;41;4;12,95;6,81667;43,9;64927;435326;725;1373
AMMERSCHWIHR;68;68770;68005;1864;1890;94;19,66;7,28333;48,1167;71655;480732;193;882
AMMERZWILLER;68;68210;68006;357;314;117;3,05;7,16667;47,6833;71002;474120;286;307
AMNE;72;72540;72004;505;332;31;15,95;-0,0591667;48,04;-333;480224;59;182
AMNEVILLE;57;57360;57019;10100;9318;965;10,46;6,15;49,2667;60831;491539;157;366
AMONCOURT;70;70170;70015;337;304;83;4,04;6,06667;47,7333;60347;474410;209;272
AMONDANS;25;25330;25017;93;97;16;5,68;6,03333;47,0667;60225;470408;296;530
AMONT-ET-EFFRENEY;70;70310;70016;175;194;10;16,83;6,57473;47,8753;63429;475231;360;661
AMOROTS-SUCCOS;64;64120;64019;226;204;14;15,2;-1,1;43,3667;-10644;432155;65;266
AMOU;40;40330;40002;1559;1452;57;27,25;-0,75;43,6;-4450;433535;31;147
AMPILLY-LE-SEC;21;21400;21012;363;377;14;24,4;4,51667;47,8;43151;474834;231;314
AMPILLY-LES-BORDES;21;21450;21011;74;90;5;14,48;4,63333;47,6333;43746;473758;350;421
AMPLEPUIS;69;69550;69006;5205;4947;135;38,44;4,33333;45,9833;41949;455821;336;868
AMPLIER;62;62760;62030;318;248;36;8,71;2,4;50,1333;22359;500815;61;148
AMPOIGNE;53;53200;53004;558;421;26;21,12;-0,816667;47,8167;-4932;474838;47;92
AMPONVILLE;77;77760;77003;385;301;31;12,3;2,53333;48,2833;23147;481644;103;122
AMPRIANI;2B;20272;2B015;15;14;6;2,29;9,35723;42,2542;92126;421515;320;749
AMPUIS;69;69420;69007;2641;2181;169;15,57;4,81667;45,4833;44836;452921;145;536
AMPUS;83;83111;83003;925;707;11;82,77;6,38333;43,6;62255;433624;205;1174
AMURE;79;79210;79009;460;321;30;14,86;-0,616667;46,2667;-3739;461556;3;28
AMY;60;60310;60011;369;345;29;12,58;2,83333;49,65;24930;493918;76;97
ANAIS;16;16560;16011;584;467;59;9,87;0,208889;45,7742;1232;454627;60;139
ANAIS;17;17540;17007;326;210;34;9,44;-0,908333;46,1833;-5431;461113;3;29
ANAN;31;31230;31008;222;230;16;13,43;0,833333;43,35;4851;432119;199;327
ANCE;64;64570;64020;242;215;23;10,12;-0,7;43,15;-4130;430843;244;581
ANCEAUMEVILLE;76;76710;76007;699;716;149;4,68;1,05;49,5833;10347;493430;55;181
ANCEINS;61;61550;61003;227;175;18;12,33;0,501389;48,8639;3005;485150;189;258
ANCELLE;5;5260;5004;858;620;16;50,66;6,2;44,6333;61224;443724;1160;2779
ANCEMONT;55;55320;55009;599;587;45;13,3;5,41667;49,0667;52423;490416;199;330
ANCENIS;44;44150;44003;7551;7009;376;20,07;-1,16667;47,3667;-11042;472222;5;41
ANCERVILLE;55;55170;55010;2770;2725;128;21,58;5,01973;48,6359;50111;483809;147;251
ANCERVILLE;57;57580;57020;268;266;51;5,23;6,38333;49,0333;62313;490149;219;314
ANCERVILLER;54;54450;54014;254;241;20;12,34;6,83333;48,5333;65006;483156;277;335
ANCEY;21;21410;21013;379;345;44;8,47;4,83333;47,3333;44936;471946;285;603
ANCHAMPS;8;8500;8011;231;194;102;2,26;4,68333;49,9333;44031;495553;127;345
ANCHE;37;37500;37004;431;365;53;7,99;0,3;47,1333;1832;470817;28;87
ANCHE;86;86700;86003;326;282;20;16,23;0,266667;46,35;1552;462039;92;157
ANCHENONCOURT-ET-CHAZEL;70;70210;70017;239;227;17;13,91;6,11667;47,8667;60652;475156;227;355
